,No,time_played,position,height,weight,salary,nth_year,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played,age,place_prev_season,is_youth,is_old,j12_total_num_played,j1na_total_num_played,j12_total_scores,j1na_total_scores,prev12_num_played,prev123_num_played,prev12_scores,prev123_scores,prev12_time_played,prev123_time_played,prev12_div,prev123_div
772,14.0,673.0,MF,177.0,72.0,1700.0,1.0,other,80.0,12.0,0.0,0.0,4.0,1.0,0.0,0.0,True,True,True,18,19,18,2,4,2,715.0,878.0,872.0,23,0.0,False,False,80.0,80.0,12.0,12.0,37,55,6,8,1750.0,2465.0,2,3
773,15.0,0.0,DF,185.0,82.0,710.0,2.0,korea,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,True,True,False,0,0,17,0,0,1,0.0,0.0,1485.0,26,0.0,False,False,8.5,0.0,8.5,0.0,17,17,1,1,1485.0,1485.0,1,2
774,16.0,156.0,DF,176.0,71.0,1100.0,6.0,other,141.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,True,True,True,22,3,5,0,0,0,1644.0,213.0,300.0,28,0.0,False,False,166.0,141.0,32.0,7.0,8,30,0,0,513.0,2157.0,2,3
775,17.0,248.0,MF,166.0,59.0,2100.0,6.0,other,107.0,2.0,37.0,1.0,0.0,0.0,0.0,0.0,True,True,False,30,13,37,1,0,1,2378.0,817.0,3210.0,28,0.0,False,False,125.5,107.0,20.5,2.0,50,80,1,2,4027.0,6405.0,1,2
776,18.0,834.0,FW,187.0,78.0,2000.0,2.0,other,153.0,24.0,100.0,17.0,0.0,0.0,0.0,0.0,True,False,False,17,36,15,2,3,1,482.0,1991.0,288.0,30,0.0,False,False,203.0,153.0,74.0,24.0,51,68,4,6,2279.0,2761.0,0,1
777,19.0,1947.0,FW,186.0,84.0,1700.0,3.0,other,29.0,1.0,7.0,1.0,0.0,0.0,4.0,2.0,False,True,False,15,29,7,3,1,1,0.0,2039.0,283.0,26,0.0,False,False,32.5,33.0,4.5,3.0,36,51,2,5,2322.0,2322.0,1,1
778,20.0,2148.0,MF,173.0,67.0,1500.0,8.0,other,64.0,0.0,60.0,3.0,0.0,0.0,0.0,0.0,True,True,False,18,19,30,0,0,0,1323.0,1074.0,2345.0,26,0.0,False,False,94.0,64.0,30.0,0.0,49,67,0,0,3419.0,4742.0,1,2
779,21.0,0.0,GK,185.0,80.0,400.0,4.0,other,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,True,True,False,0,0,0,0,0,0,0.0,0.0,0.0,22,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,2
780,22.0,2008.0,MF,176.0,71.0,3100.0,11.0,other,267.0,38.0,23.0,3.0,0.0,0.0,0.0,0.0,True,True,False,27,26,23,0,2,3,1541.0,1928.0,1520.0,31,0.0,False,False,278.5,267.0,49.5,38.0,49,76,5,5,3448.0,4989.0,1,2
781,23.0,1129.0,FW,180.0,77.0,1100.0,3.0,other,7.0,1.0,30.0,9.0,4.0,0.0,0.0,0.0,True,True,False,0,7,30,0,1,9,0.0,290.0,969.0,21,0.0,True,False,22.0,7.0,16.0,1.0,37,37,10,10,1259.0,1259.0,1,2
782,25.0,2834.0,DF,182.0,72.0,710.0,3.0,other,7.0,0.0,28.0,1.0,3.0,0.0,0.0,0.0,False,True,False,0,7,28,0,0,1,0.0,378.0,2497.0,21,0.0,True,False,21.0,7.0,14.0,0.0,35,35,1,1,2875.0,2875.0,1,1
783,26.0,2156.0,DF,179.0,75.0,840.0,2.0,other,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,True,True,7,13,5,1,0,0,520.0,974.0,99.0,25,0.0,False,False,25.5,25.0,1.5,1.0,18,25,0,1,1073.0,1593.0,2,3
784,27.0,18.0,DF,180.0,73.0,450.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,23,0.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
785,30.0,1626.0,MF,163.0,58.0,850.0,4.0,other,7.0,0.0,27.0,5.0,18.0,3.0,0.0,0.0,True,True,False,2,10,22,0,1,4,19.0,446.0,769.0,22,0.0,False,False,20.5,7.0,13.5,0.0,32,34,5,5,1215.0,1234.0,1,2
786,31.0,0.0,DF,181.0,72.0,900.0,2.0,korea,29.0,2.0,32.0,1.0,0.0,0.0,0.0,0.0,False,True,False,14,27,10,1,2,0,876.0,2363.0,514.0,27,0.0,False,False,45.0,29.0,18.0,2.0,37,51,2,3,2877.0,3753.0,1,1
787,33.0,0.0,DF,191.0,81.0,370.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,19,0.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
788,43.0,0.0,GK,186.0,80.0,740.0,2.0,other,18.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,False,False,False,12,11,15,0,0,0,1080.0,990.0,1305.0,35,0.0,False,True,37.0,18.0,19.0,0.0,26,38,0,0,2295.0,3375.0,0,0
789,45.0,1420.0,DF,180.0,78.0,2100.0,3.0,other,321.0,19.0,72.0,1.0,0.0,0.0,0.0,0.0,True,True,False,23,26,23,1,0,1,1787.0,2246.0,1981.0,34,0.0,False,True,357.0,321.0,55.0,19.0,49,72,1,2,4227.0,6014.0,1,2
790,1.0,1800.0,GK,197.0,88.0,1200.0,3.0,other,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,False,False,False,4,26,41,0,0,0,360.0,2340.0,3690.0,25,2.0,False,False,35.5,0.0,35.5,0.0,67,71,0,0,6030.0,6390.0,0,0
791,2.0,1364.0,DF,173.0,73.0,480.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,22,2.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
792,4.0,1490.0,DF,180.0,76.0,600.0,5.0,other,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,2,21,9,0,0,0,111.0,1003.0,475.0,27,2.0,False,False,53.0,53.0,0.0,0.0,30,32,0,0,1478.0,1589.0,2,3
793,5.0,594.0,DF,180.0,74.0,1800.0,5.0,other,213.0,10.0,66.0,3.0,0.0,0.0,0.0,0.0,True,True,True,32,28,29,1,1,1,2841.0,2520.0,2508.0,32,2.0,False,True,246.0,213.0,43.0,10.0,57,89,2,3,5028.0,7869.0,2,3
794,7.0,2181.0,MF,171.0,68.0,800.0,5.0,other,68.0,11.0,55.0,7.0,0.0,0.0,0.0,0.0,False,True,True,39,32,34,4,7,4,3120.0,2311.0,2437.0,28,2.0,False,False,95.5,68.0,38.5,11.0,66,105,11,15,4748.0,7868.0,2,2
795,8.0,95.0,MF,176.0,70.0,3000.0,4.0,other,381.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,24,29,18,3,4,3,1319.0,1943.0,1130.0,36,2.0,False,True,381.0,381.0,69.0,69.0,47,71,7,10,3073.0,4392.0,2,3
796,9.0,0.0,FW,190.0,85.0,2500.0,1.0,other,168.0,33.0,1.0,0.0,0.0,0.0,4.0,3.0,True,True,True,19,2,15,3,0,5,981.0,29.0,513.0,32,2.0,False,True,168.5,172.0,33.5,36.0,17,36,5,8,542.0,1523.0,2,3
797,10.0,1107.0,MF,173.0,72.0,4000.0,14.0,other,217.0,27.0,254.0,47.0,0.0,0.0,21.0,5.0,True,True,True,33,33,26,2,3,0,2880.0,2931.0,2112.0,35,2.0,False,True,344.0,238.0,154.0,32.0,59,92,3,5,5043.0,7923.0,2,3
798,11.0,2740.0,FW,173.0,64.0,2500.0,1.0,other,194.0,47.0,143.0,41.0,0.0,0.0,0.0,0.0,True,True,True,29,4,6,10,0,0,2472.0,298.0,115.0,33,2.0,False,True,265.5,194.0,118.5,47.0,10,39,0,10,413.0,2885.0,2,3
799,13.0,2927.0,DF,183.0,72.0,2000.0,2.0,other,213.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,34,18,28,5,0,0,3060.0,1357.0,2445.0,31,2.0,False,False,213.0,213.0,12.0,12.0,46,80,0,5,3802.0,6862.0,2,3
800,14.0,25.0,MF,172.0,65.0,900.0,3.0,other,91.0,8.0,28.0,3.0,0.0,0.0,0.0,0.0,True,True,True,12,20,14,1,1,2,382.0,1070.0,902.0,30,2.0,False,False,105.0,91.0,22.0,8.0,34,46,3,4,1972.0,2354.0,2,3
801,16.0,0.0,MF,175.0,67.0,3500.0,2.0,brazil,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,11,6,0,1,0,0.0,0.0,143.0,25,2.0,False,False,6.0,6.0,0.0,0.0,17,17,1,1,143.0,143.0,1,1
802,17.0,2169.0,MF,169.0,64.0,2000.0,13.0,other,219.0,4.0,109.0,1.0,0.0,0.0,0.0,0.0,True,True,True,34,34,33,1,0,1,2968.0,3060.0,2970.0,31,2.0,False,False,273.5,219.0,58.5,4.0,67,101,1,2,6030.0,8998.0,2,3
803,18.0,2942.0,MF,173.0,65.0,1100.0,2.0,other,91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,24,18,31,2,1,4,1197.0,730.0,2709.0,27,2.0,False,False,91.0,91.0,9.0,9.0,49,73,5,7,3439.0,4636.0,2,3
804,20.0,1009.0,FW,187.0,85.0,4000.0,1.0,brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,18,13,0,4,2,0,0.0,0.0,0.0,25,2.0,False,False,0.0,0.0,0.0,0.0,13,31,2,6,0.0,0.0,0,0
805,21.0,1260.0,GK,178.0,78.0,1000.0,7.0,other,55.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,True,True,True,33,2,20,0,0,0,2970.0,180.0,1717.0,31,2.0,False,False,84.5,55.0,29.5,0.0,22,55,0,0,1897.0,4867.0,2,3
806,22.0,0.0,GK,185.0,83.0,480.0,5.0,other,2.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,False,True,True,21,0,2,0,0,0,1890.0,0.0,180.0,25,2.0,False,False,2.0,2.0,0.0,0.0,2,23,0,0,180.0,2070.0,2,2
807,23.0,1327.0,MF,176.0,66.0,600.0,1.0,other,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,10,15,0,1,0,0.0,690.0,315.0,24,2.0,False,False,25.0,25.0,1.0,1.0,25,25,1,1,1005.0,1005.0,2,2
808,24.0,0.0,MF,168.0,68.0,480.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,24,2.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
809,25.0,736.0,MF,178.0,70.0,2000.0,15.0,other,182.0,19.0,186.0,20.0,0.0,0.0,0.0,0.0,True,True,True,30,28,16,3,0,0,2377.0,2120.0,565.0,33,2.0,False,True,275.0,182.0,112.0,19.0,44,74,0,3,2685.0,5062.0,2,3
810,26.0,91.0,MF,182.0,72.0,480.0,6.0,other,30.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,True,True,True,0,5,25,0,0,0,0.0,33.0,1090.0,24,2.0,False,False,30.0,30.0,0.0,0.0,30,30,0,0,1123.0,1123.0,2,3
811,27.0,3060.0,DF,182.0,78.0,700.0,2.0,other,33.0,1.0,132.0,6.0,0.0,0.0,0.0,0.0,False,False,True,38,35,33,1,2,1,3129.0,3071.0,2858.0,28,2.0,False,False,99.0,33.0,67.0,1.0,68,106,3,4,5929.0,9058.0,1,1
812,28.0,264.0,MF,166.0,59.0,400.0,2.0,other,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,0,2,0,0,0,0.0,0.0,7.0,19,2.0,True,False,2.0,2.0,0.0,0.0,2,2,0,0,7.0,7.0,2,3
813,30.0,1670.0,FW,178.0,76.0,480.0,3.0,other,12.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,False,True,True,0,0,12,0,0,1,0.0,0.0,290.0,21,2.0,True,False,12.0,12.0,1.0,1.0,12,12,1,1,290.0,290.0,2,2
814,31.0,230.0,MF,168.0,64.0,500.0,3.0,other,19.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,True,True,True,0,22,8,0,0,0,0.0,1422.0,225.0,21,2.0,True,False,24.5,19.0,5.5,0.0,30,30,0,0,1647.0,1647.0,2,3
815,32.0,7.0,DF,170.0,64.0,400.0,2.0,other,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,2,0,0,0,0.0,0.0,62.0,20,2.0,True,False,2.0,2.0,0.0,0.0,2,2,0,0,62.0,62.0,2,2
816,33.0,0.0,DF,187.0,82.0,400.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,20,2.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
817,34.0,810.0,MF,178.0,70.0,400.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,20,2.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
818,50.0,1767.0,DF,179.0,75.0,2500.0,1.0,other,243.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,16,2,17,1,0,0,1371.0,135.0,1110.0,32,2.0,False,True,243.0,243.0,11.0,11.0,19,35,0,1,1245.0,2616.0,2,3
819,1.0,2895.0,GK,191.0,91.0,7500.0,2.0,korea,29.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,False,False,True,34,19,29,0,0,0,0.0,0.0,2552.0,32,5.0,False,True,29.0,95.0,0.0,0.0,48,82,0,0,2552.0,2552.0,1,1
820,2.0,1478.0,DF,168.0,68.0,1200.0,9.0,other,109.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,19,1,14,1,0,0,1544.0,5.0,842.0,27,5.0,False,False,109.0,109.0,6.0,6.0,15,34,0,1,847.0,2391.0,2,3
821,3.0,2025.0,DF,180.0,74.0,1000.0,2.0,other,34.0,1.0,81.0,0.0,7.0,1.0,0.0,0.0,False,True,True,39,0,12,0,0,0,3510.0,0.0,1009.0,24,5.0,False,False,74.5,34.0,41.5,1.0,12,51,0,0,1009.0,4519.0,2,2
822,5.0,3060.0,DF,183.0,75.0,2500.0,4.0,other,98.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,True,True,True,30,34,34,1,2,1,2687.0,3060.0,2883.0,26,5.0,False,False,98.0,100.0,4.0,4.0,68,98,3,4,5943.0,8630.0,2,3
823,6.0,735.0,MF,171.0,67.0,3200.0,9.0,other,135.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,22,12,18,3,3,1,0.0,810.0,879.0,32,5.0,False,True,135.0,135.0,15.0,15.0,30,52,4,7,1689.0,1689.0,2,2
824,7.0,3041.0,DF,178.0,75.0,1500.0,3.0,other,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,2,30,30,0,0,1,175.0,2030.0,2546.0,25,5.0,False,False,62.0,62.0,1.0,1.0,60,62,1,1,4576.0,4751.0,2,3
825,8.0,2252.0,MF,170.0,68.0,3500.0,1.0,other,105.0,16.0,30.0,5.0,2.0,0.0,0.0,0.0,True,True,True,30,33,27,7,4,3,2274.0,1967.0,1731.0,28,5.0,False,False,120.0,105.0,31.0,16.0,60,90,7,14,3698.0,5972.0,2,3
826,9.0,155.0,FW,180.0,77.0,2200.0,2.0,other,51.0,7.0,79.0,17.0,0.0,0.0,10.0,3.0,False,False,True,34,27,11,10,5,2,2108.0,1763.0,263.0,29,5.0,False,False,90.5,61.0,46.5,10.0,38,72,7,17,2026.0,4134.0,1,1
827,10.0,2117.0,MF,168.0,64.0,2700.0,7.0,other,121.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,True,True,True,28,28,24,0,0,2,2496.0,2449.0,2061.0,24,5.0,False,False,121.0,122.0,5.0,5.0,52,80,2,2,4510.0,7006.0,2,3
828,11.0,2951.0,FW,177.0,72.0,7800.0,8.0,other,167.0,55.0,5.0,0.0,0.0,0.0,8.0,0.0,True,True,True,30,18,32,12,5,15,2515.0,1153.0,2818.0,30,5.0,False,False,169.5,175.0,57.5,55.0,50,80,20,32,3971.0,6486.0,2,3
829,13.0,455.0,MF,167.0,64.0,650.0,3.0,other,18.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,True,True,True,0,3,15,0,0,4,0.0,32.0,468.0,20,5.0,True,False,18.0,18.0,4.0,4.0,18,18,4,4,500.0,500.0,2,3
830,14.0,2654.0,MF,175.0,66.0,10000.0,15.0,other,373.0,58.0,75.0,9.0,0.0,0.0,68.0,6.0,True,True,True,30,33,31,3,2,9,2545.0,2781.0,2785.0,37,5.0,False,True,410.5,441.0,95.5,64.0,64,94,11,14,5566.0,8111.0,2,3
831,16.0,952.0,MF,164.0,60.0,480.0,2.0,other,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,2,0,0,1,0.0,0.0,121.0,23,5.0,False,False,2.0,2.0,1.0,1.0,2,2,1,1,121.0,121.0,2,2
832,17.0,183.0,MF,178.0,73.0,1500.0,4.0,other,52.0,1.0,135.0,14.0,0.0,0.0,0.0,0.0,True,True,True,4,30,18,0,1,0,315.0,2170.0,619.0,31,5.0,False,False,119.5,52.0,68.5,1.0,48,52,1,1,2789.0,3104.0,2,3
833,18.0,1864.0,DF,180.0,78.0,7000.0,3.0,brazil,67.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,11,34,33,2,8,5,0.0,3007.0,2885.0,28,5.0,False,False,67.0,67.0,13.0,13.0,67,78,13,15,5892.0,5892.0,2,2
834,19.0,765.0,MF,173.0,65.0,1600.0,5.0,other,92.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,27,22,19,2,2,4,2095.0,1382.0,874.0,29,5.0,False,False,92.0,92.0,10.0,10.0,41,68,6,8,2256.0,4351.0,2,3
835,20.0,58.0,FW,177.0,73.0,450.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,22,5.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
836,21.0,2530.0,MF,185.0,76.0,3500.0,2.0,brazil,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,33,28,27,0,0,2,0.0,0.0,2148.0,29,5.0,False,False,27.0,27.0,2.0,2.0,55,88,2,2,2148.0,2148.0,1,1
837,22.0,648.0,MF,172.0,64.0,4000.0,1.0,brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,30,42,37,4,8,2,0.0,0.0,0.0,27,5.0,False,False,0.0,0.0,0.0,0.0,79,109,10,14,0.0,0.0,0,0
838,23.0,1089.0,DF,184.0,84.0,3600.0,2.0,brazil,60.0,3.0,34.0,4.0,0.0,0.0,0.0,0.0,False,True,True,25,29,25,3,2,0,2198.0,2548.0,1734.0,24,5.0,False,False,77.0,60.0,20.0,3.0,54,79,2,5,4282.0,6480.0,2,2
839,24.0,0.0,GK,185.0,81.0,600.0,8.0,other,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,0.0,0.0,0.0,27,5.0,False,False,15.0,15.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3
840,25.0,10.0,MF,177.0,70.0,1800.0,2.0,other,146.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,13,3,5,1,0,1,447.0,61.0,241.0,31,5.0,False,False,146.0,146.0,13.0,13.0,8,21,1,2,302.0,749.0,2,3
841,27.0,169.0,FW,177.0,72.0,700.0,2.0,other,18.0,3.0,73.0,7.0,0.0,0.0,0.0,0.0,False,False,True,19,16,12,2,1,2,1095.0,621.0,703.0,27,5.0,False,False,54.5,18.0,39.5,3.0,28,47,3,5,1324.0,2419.0,1,1
842,28.0,72.0,DF,186.0,75.0,480.0,3.0,other,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,True,True,True,0,0,2,0,0,0,0.0,0.0,21.0,20,5.0,True,False,2.0,2.0,0.0,0.0,2,2,0,0,21.0,21.0,2,3
843,30.0,165.0,GK,184.0,84.0,650.0,5.0,other,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,23,5,0,0,0,0.0,2070.0,397.0,29,5.0,False,False,28.0,28.0,0.0,0.0,28,28,0,0,2467.0,2467.0,2,3
844,41.0,1289.0,MF,173.0,70.0,8800.0,1.0,other,219.0,32.0,50.0,12.0,0.0,0.0,3.0,0.0,True,False,True,33,33,26,6,11,11,2920.0,2869.0,2313.0,31,5.0,False,False,244.0,222.0,57.0,32.0,59,92,22,28,5182.0,8102.0,1,2
845,1.0,1867.0,GK,180.0,80.0,3300.0,3.0,other,104.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,True,False,True,0,37,19,0,0,0,0.0,3330.0,1710.0,33,4.0,False,True,122.5,104.0,18.5,0.0,56,56,0,0,5040.0,5040.0,1,2
846,2.0,1795.0,DF,182.0,74.0,3500.0,6.0,other,208.0,9.0,29.0,1.0,0.0,0.0,0.0,0.0,True,False,True,21,29,27,3,1,0,1819.0,2453.0,2286.0,32,4.0,False,True,222.5,208.0,23.5,9.0,56,77,1,4,4739.0,6558.0,1,2
847,3.0,2286.0,DF,182.0,74.0,3500.0,4.0,other,212.0,12.0,77.0,11.0,0.0,0.0,0.0,0.0,True,False,True,21,33,31,2,4,2,1329.0,2961.0,2790.0,32,4.0,False,True,250.5,212.0,50.5,12.0,64,85,6,8,5751.0,7080.0,1,2
848,4.0,1530.0,DF,183.0,78.0,480.0,2.0,other,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,14,0,0,0,0.0,0.0,805.0,24,4.0,False,False,14.0,14.0,0.0,0.0,14,14,0,0,805.0,805.0,1,1
849,5.0,22.0,DF,170.0,65.0,900.0,2.0,other,17.0,1.0,63.0,10.0,0.0,0.0,0.0,0.0,False,False,True,27,36,17,5,5,1,2003.0,2822.0,1119.0,27,4.0,False,False,48.5,17.0,32.5,1.0,53,80,6,11,3941.0,5944.0,1,1
850,6.0,8.0,DF,183.0,76.0,480.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,23,4.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
851,7.0,2997.0,MF,175.0,67.0,1300.0,2.0,other,31.0,8.0,42.0,13.0,0.0,0.0,0.0,0.0,False,False,True,0,42,31,0,13,8,0.0,3682.0,2091.0,25,4.0,False,False,52.0,31.0,29.0,8.0,73,73,21,21,5773.0,5773.0,1,1
852,8.0,373.0,FW,187.0,79.0,7000.0,4.0,other,45.0,15.0,36.0,19.0,0.0,0.0,14.0,2.0,True,False,True,18,36,27,9,19,6,1427.0,2522.0,1989.0,33,4.0,False,True,63.0,59.0,33.0,17.0,63,81,25,34,4511.0,5938.0,1,2
853,9.0,285.0,FW,189.0,83.0,8000.0,2.0,other,21.0,1.0,39.0,14.0,0.0,0.0,30.0,6.0,False,False,True,15,39,21,2,14,1,0.0,3273.0,1061.0,31,4.0,False,False,40.5,51.0,20.5,7.0,60,75,15,17,4334.0,4334.0,1,1
854,10.0,1336.0,FW,167.0,68.0,4800.0,1.0,other,163.0,48.0,29.0,18.0,0.0,0.0,0.0,0.0,True,True,False,34,32,29,6,11,18,2944.0,2478.0,2208.0,28,4.0,False,False,177.5,163.0,62.5,48.0,61,95,29,35,4686.0,7630.0,1,2
855,13.0,1055.0,DF,170.0,67.0,1600.0,10.0,other,108.0,2.0,30.0,1.0,0.0,0.0,0.0,0.0,True,False,True,9,30,9,0,1,0,675.0,2493.0,509.0,28,4.0,False,False,123.0,108.0,17.0,2.0,39,48,1,1,3002.0,3677.0,1,2
856,14.0,649.0,FW,175.0,72.0,1100.0,6.0,other,21.0,1.0,71.0,11.0,0.0,0.0,0.0,0.0,False,False,True,32,29,10,5,2,0,1882.0,1222.0,371.0,25,4.0,False,False,56.5,21.0,36.5,1.0,39,71,2,7,1593.0,3475.0,1,1
857,15.0,1622.0,MF,174.0,67.0,480.0,4.0,other,10.0,0.0,13.0,0.0,13.0,1.0,0.0,0.0,True,False,True,0,13,10,0,0,0,0.0,424.0,565.0,22,4.0,False,False,16.5,10.0,6.5,0.0,23,23,0,0,989.0,989.0,1,2
858,16.0,1439.0,FW,167.0,69.0,2200.0,4.0,brazil,22.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,True,False,True,0,5,22,0,0,2,0.0,78.0,676.0,23,4.0,False,False,24.5,22.0,24.5,22.0,27,27,2,2,754.0,754.0,1,2
859,17.0,1491.0,MF,178.0,73.0,2300.0,3.0,other,49.0,3.0,180.0,27.0,0.0,0.0,0.0,0.0,False,False,True,24,38,31,0,8,3,894.0,2970.0,2438.0,30,4.0,False,False,139.0,49.0,93.0,3.0,69,93,11,11,5408.0,6302.0,1,1
860,19.0,1807.0,DF,169.0,66.0,1500.0,2.0,other,82.0,3.0,40.0,2.0,0.0,0.0,0.0,0.0,True,True,True,13,17,25,0,0,2,982.0,934.0,2111.0,27,4.0,False,False,102.0,82.0,23.0,3.0,42,55,2,2,3045.0,4027.0,2,3
861,20.0,454.0,DF,180.0,79.0,1200.0,3.0,other,48.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,True,False,True,12,18,20,0,0,0,624.0,978.0,1185.0,31,4.0,False,False,68.0,48.0,21.0,1.0,38,50,0,0,2163.0,2787.0,1,2
862,21.0,743.0,GK,185.0,78.0,2700.0,3.0,other,82.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,True,False,True,2,5,15,0,0,0,135.0,450.0,1350.0,36,4.0,False,True,93.5,82.0,11.5,0.0,20,22,0,0,1800.0,1935.0,1,2
863,22.0,2217.0,DF,170.0,63.0,1300.0,5.0,other,54.0,0.0,108.0,2.0,0.0,0.0,0.0,0.0,True,False,True,20,34,21,0,2,0,1384.0,2914.0,1808.0,27,4.0,False,False,108.0,54.0,54.0,0.0,55,75,2,2,4722.0,6106.0,1,2
864,23.0,658.0,MF,175.0,70.0,2900.0,14.0,other,202.0,5.0,149.0,9.0,0.0,0.0,0.0,0.0,True,False,True,18,23,27,1,1,0,1320.0,1773.0,2117.0,34,4.0,False,True,276.5,202.0,79.5,5.0,50,68,1,2,3890.0,5210.0,1,2
865,25.0,895.0,DF,180.0,76.0,480.0,3.0,other,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,False,False,True,0,0,1,0,0,0,0.0,0.0,90.0,21,4.0,True,False,1.0,1.0,0.0,0.0,1,1,0,0,90.0,90.0,1,1
866,27.0,83.0,MF,170.0,65.0,400.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,0,0,0,0,0.0,0.0,0.0,19,4.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,1
